utterance,target
What's the predicted value of emp.var.rate when contact is 4 degrees in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'contact' : 4 } ) )"
What is the mean contact in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
Give me the mean of contact in the bank_marketing,"mean ( data = bank_marketing , var1 = 'contact' )"
Tell me what the mean of the contact is in the bank_marketing data,"mean ( data = bank_marketing , var1 = 'contact' )"
What is the minimum of contact in the bank_marketing ,"min ( data = bank_marketing , var1 = 'contact' )"
What is the minimum contact entry in the bank_marketing dataset?,"min ( data = bank_marketing , var1 = 'contact' )"
Tell me what the minimum contact is in the bank_marketing dataset.  ,"min ( data = bank_marketing , var1 = 'contact' )"
What is the maximum of contact in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'contact' )"
What is the maximum contact entry in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'contact' )"
Give me the maximum of contact in the bank_marketing dataset.,"max ( data = bank_marketing , var1 = 'contact' )"
What is the correlation between contact and emp.var.rate in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
How correlated is contact from emp.var.rate in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Give me the correlation between contact and emp.var.rate in the bank_marketing dataset. ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
What is the linear model of contact predicting emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
What is the regression model of contact predicting emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
What is the regression equation of contact predicting emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Given that contact is 2 predict what the value of emp.var.rate would be in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'contact' : 2 } ) )"
What is the emp.var.rate when the contact is 9 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'contact' : 9 } ) )"
"When the contact is 5 , what is the value of emp.var.rate in the bank_marketing dataset? ","lr_pred ( model = linreg, newdata = { 'contact' : 5 } ) )"
What is the average contact of the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
Can you tell me what the average contact of the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
Find the total mean contact in the bank_marketing dataset.,"mean ( data = bank_marketing , var1 = 'contact' )"
What is the lowest contact of the bank_marketing dataset,"min ( data = bank_marketing , var1 = 'contact' )"
Can you tell me what the contact was on the coldest day in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'contact' )"
How cold did contact get based on the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'contact' )"
What is the highest contact of the bank_marketing dataset,"max ( data = bank_marketing , var1 = 'contact' )"
Can you tell me what the contact was on the hottest day in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'contact' )"
How hot did contact get based on the bank_marketing dataset?,"max ( data = bank_marketing , var1 = 'contact' )"
What is the correlation between contact and emp.var.rate in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Describe the relationship of contact and emp.var.rate based on their correlation in the bank_marketing dataset.,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Tell me the numeric correlation value of contact and emp.var.rate in the bank_marketing dataset.,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Create a linear model of contact through emp.var.rate in the bank_marketing data frame in the bank_marketing dataset.,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Describe the relationship of contact and emp.var.rate in the bank_marketing data frame by creating a linear model in the bank_marketing dataset.,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Can you tell me difference in relationship of emp.var.rate and contact in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Predict the the linear model when the contact is at 0 degrees in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'contact' : 0 } ) )"
Find the contact linear model at 4 degrees in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'contact' : 4 } ) )"
Describe the linear model at contact = 4 degrees by using prediction in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'contact' : 4 } ) )"
What is the mean of the contact in the data bank_marketing ? ,"mean ( data = bank_marketing , var1 = 'contact' )"
Can you give me the average contact of the data bank_marketing ? ,"mean ( data = bank_marketing , var1 = 'contact' )"
Give the mean contact of the data bank_marketing .,"mean ( data = bank_marketing , var1 = 'contact' )"
What is the minimum of the contact in the data bank_marketing ? ,"min ( data = bank_marketing , var1 = 'contact' )"
Can you give me the lowest contact of the data bank_marketing ? ,"min( data = bank_marketing , var1 = 'contact' )"
Give the minimum contact of the data bank_marketing .,"min ( data = bank_marketing , var1 = 'contact' )"
What is the maximum of the contact in the data bank_marketing ? ,"max ( data = bank_marketing , var1 = 'contact' )"
Can you give me the highest recorded contact of the data bank_marketing ? ,"max ( data = bank_marketing , var1 = 'contact' )"
Give the maximum recorded contact of the data bank_marketing .,"max ( data = bank_marketing , var1 = 'contact' )"
Calculate the correlation value between the variables contact and in the bank_marketing dataset.,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
What is the correlation between the variables contact and in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Can you give the correlation value between the variables contact and in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Fit a linear model between emp.var.rate and contact in the bank_marketing dataset. ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Create a regression model of contact on emp.var.rate in the bank_marketing dataset.,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Can you create a linear model of contact on emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Can you calculate the predicted values of emp.var.rate for the model described in the previous question given contact = 2 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'contact' : 2 } ) )"
Please give the predicted values of the contact for the model described in the previous question in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'contact' : 2 } ) )"
What's the average contact in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
What's the mean contact in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
What's the contact on any average day in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
What is the maximum contact in the bank_marketing ,"max ( data = bank_marketing , var1 = 'contact' )"
What's the hottest contact in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'contact' )"
Give me the highest contact degree in the bank_marketing dataset. ,"max ( data = bank_marketing , var1 = 'contact' )"
What is the lowest contact in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'contact' )"
What's the coldest contact in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'contact' )"
Give me the lowest contact degree in the bank_marketing dataset. ,"min ( data = bank_marketing , var1 = 'contact' )"
What's the relationship b/w contact and emp.var.rate in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
How does contact influence emp.var.rate in bank_marketing,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Does contact have an affect on emp.var.rate in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
What's the relationship between the contact and emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
How does contact influence emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Does contact have an affect on emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
What is the emp.var.rate when contact is 3 in bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'contact' : 3 } ) )"
contact is 9 and emp.var.rate is what in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'contact' : 9 } ) )"
Give me the expected emp.var.rate when contact is 8 in the bank_marketing dataset. ,"lr_pred ( model = linreg, newdata = { 'contact' : 8 } ) )"
What is the average contact in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
Find the average contact in the bank_marketing dataset. ,"mean ( data = bank_marketing , var1 = 'contact' )"
Tell me the average contact in the bank_marketing dataset. ,"mean ( data = bank_marketing , var1 = 'contact' )"
What is the highest contact value in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'contact' )"
Find the highest contact value in the bank_marketing dataset. ,"max ( data = bank_marketing , var1 = 'contact' )"
Tell me the highest contact value in the bank_marketing dataset. ,"max ( data = bank_marketing , var1 = 'contact' )"
What is the lowest contact value in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'contact' )"
Find the lowest contact value in the bank_marketing dataset. ,"min ( data = bank_marketing , var1 = 'contact' )"
Tell me the lowest contact value in the bank_marketing dataset. ,"min ( data = bank_marketing , var1 = 'contact' )"
What is the correlation between contact and in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Find the correlation between contact and emp.var.rate in the bank_marketing dataset. ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Tell me the correlation between contact and emp.var.rate in the bank_marketing dataset. ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
How does emp.var.rate respond to a change in contact in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
How strong is the linear relationship between emp.var.rate and contact in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Can a change in contact predict a change in emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Predict the emp.var.rate level when the contact is 1 in the bank_marketing dataset. ,"lr_pred ( model = linreg, newdata = { 'contact' : 1 } ) )"
What is the emp.var.rate when the contact is 8 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'contact' : 8 } ) )"
What would the emp.var.rate be given a contact of 6 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'contact' : 6 } ) )"
What's the average contact in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
Of the listed contact what is the mean in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
What is the mean contact in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
Give the average contact in the bank_marketing dataset.,"mean ( data = bank_marketing , var1 = 'contact' )"
Tell me the average contact in the bank_marketing dataset.,"mean ( data = bank_marketing , var1 = 'contact' )"
"Of the listed contact values, which is the highest in the bank_marketing dataset? ","max ( data = bank_marketing , var1 = 'contact' )"
What is the highest contact listed in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'contact' )"
Which listed contact is the greatest in the bank_marketing data? ,"max ( data = bank_marketing , var1 = 'contact' )"
Give me the highest contact value in the bank_marketing dataset.,"max ( data = bank_marketing , var1 = 'contact' )"
What is the highest contact value in the bank_marketing ? ,"max ( data = bank_marketing , var1 = 'contact' )"
What's the highest contact value in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'contact' )"
"Of the listed contact values, which is the lowest in the bank_marketing dataset? ","min ( data = bank_marketing , var1 = 'contact' )"
What is the lowest contact listed in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'contact' )"
