"utterance","targets"
load bank_marketing   in ,load ( data = bank_marketing )
load bank_marketing   in {data}df,load ( data = bank_marketing )
store bank_marketing dataset  in {data}_df,load ( data = bank_marketing )
store bank_marketing dataset  and store in variable ,load ( data = bank_marketing )
spans of the month in bank_marketing data,"ranges ( data = bank_marketing , var1 = month )"
mean of the month in bank_marketing dataset,"mean ( data = bank_marketing , var1 = month )"
average of month in bank_marketing df,"mean ( data = bank_marketing , var1 = month )"
quantity of the month in bank_marketing df,"summation ( data = bank_marketing , var1 = month )"
sum of month in bank_marketing df,"summation ( data = bank_marketing , var1 = month )"
minimum of the month in bank_marketing data,"minimum ( data = bank_marketing , var1 = month )"
range of the month in bank_marketing dataset,"ranges ( data = bank_marketing , var1 = month )"
sd of the month in bank_marketing,"std ( data = bank_marketing , var1 = month )"
cor of the month in bank_marketing data,"corr ( data = bank_marketing , var1 = month )"
highest of the month in bank_marketing dataset,"maximum ( data = bank_marketing , var1 = month )"
boxplot of the month in bank_marketing dataset,"boxplot ( data = bank_marketing , var1 = month )"
quantile of month in bank_marketing,"quantile ( data = bank_marketing , var1 = month )"
ranges of the month in bank_marketing data,"ranges ( data = bank_marketing , var1 = month )"
quantile of the month in bank_marketing df,"quantile ( data = bank_marketing , var1 = month )"
deviation of the month in bank_marketing,"std ( data = bank_marketing , var1 = month )"
quantile of month in bank_marketing data,"quantile ( data = bank_marketing , var1 = month )"
corr of month in bank_marketing df,"corr ( data = bank_marketing , var1 = month )"
range of month in bank_marketing df,"ranges ( data = bank_marketing , var1 = month )"
minimum of month in bank_marketing df,"minimum ( data = bank_marketing , var1 = month )"
mean of the month in bank_marketing,"mean ( data = bank_marketing , var1 = month )"
largest of bank_marketing,maximum ( data = bank_marketing )
Number of entries where month  >=  -67.21191545570402 data,"greater_eq ( data = bank_marketing , var1 = month , val = -67.21191545570402 )"
Number of info  month <= 38.87163547149649 dataset,"less_eq ( data = bank_marketing , var1 = month , val = 38.87163547149649 )"
Number of data where month bigger than -14.38912623899948 df,"greater ( data = bank_marketing , var1 = month , val = -14.38912623899948 )"
How many info  month lower than -60.24459046284154 dataset,"less ( data = bank_marketing , var1 = month , val = -60.24459046284154 )"
Number of info  month bigger than or same as 68.0032401925499 df,"greater_eq ( data = bank_marketing , var1 = month , val = 68.0032401925499 )"
How many data  month less than or same as -10.804732184579308 ,"less_eq ( data = bank_marketing , var1 = month , val = -10.804732184579308 )"
Number of data  month  <  23.21665707706282 ,"less ( data = bank_marketing , var1 = month , val = 23.21665707706282 )"
Number of data  month higher than or equal to -14.796552285390277 data,"greater_eq ( data = bank_marketing , var1 = month , val = -14.796552285390277 )"
Number of data where month less than -22.56045489399358 dataset,"less ( data = bank_marketing , var1 = month , val = -22.56045489399358 )"
How many data  month equal to 85.75831814796072 dataset,"equal ( data = bank_marketing , var1 = month , val = 85.75831814796072 )"
Number of rows  month  >=  -81.52331588227997 data,"greater_eq ( data = bank_marketing , var1 = month , val = -81.52331588227997 )"
How many data with month greater than or equal to 7.6257847025015195 dataset,"greater_eq ( data = bank_marketing , var1 = month , val = 7.6257847025015195 )"
How many data with month greater than or same as 84.76778618753661 ,"greater_eq ( data = bank_marketing , var1 = month , val = 84.76778618753661 )"
How many info  month larger than 30.101605745974467 ,"greater ( data = bank_marketing , var1 = month , val = 30.101605745974467 )"
How many info  month less than or same as 9.603824214037331 df,"less_eq ( data = bank_marketing , var1 = month , val = 9.603824214037331 )"
How many data where month  <=  75.76486313989511 data,"less_eq ( data = bank_marketing , var1 = month , val = 75.76486313989511 )"
corr of month with emp.var.rate in bank_marketing df,"corr ( data = bank_marketing, var1 = month , var2 = emp.var.rate )"
cor between month with housing in bank_marketing df,"corr ( data = bank_marketing, var1 = month , var2 = housing )"
scatterplot between month and contact in bank_marketing dataset,"scatterplot ( data = bank_marketing, var1 = month , var2 = contact )"
cor of month with poutcome in bank_marketing data,"corr ( data = bank_marketing, var1 = month , var2 = poutcome )"
cor between month and day_of_week in bank_marketing,"corr ( data = bank_marketing, var1 = month , var2 = day_of_week )"
correlation of month and marital in bank_marketing,"corr ( data = bank_marketing, var1 = month , var2 = marital )"
scatter plot between month and marital in bank_marketing,"scatterplot ( data = bank_marketing, var1 = month , var2 = marital )"
scatter plot of month and education in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = month , var2 = education )"
load bank_marketing   and store in d,load ( data = bank_marketing )
load bank_marketing data ,load ( data = bank_marketing )
store bank_marketing data  and store in variable data,load ( data = bank_marketing )
load bank_marketing dataset ,load ( data = bank_marketing )
sparsity of day_of_week in bank_marketing data,"variance ( data = bank_marketing , var1 = day_of_week )"
sd of the day_of_week in bank_marketing dataset,"std ( data = bank_marketing , var1 = day_of_week )"
span of day_of_week in bank_marketing,"ranges ( data = bank_marketing , var1 = day_of_week )"
correlation of the day_of_week in bank_marketing data,"corr ( data = bank_marketing , var1 = day_of_week )"
spans of day_of_week in bank_marketing data,"ranges ( data = bank_marketing , var1 = day_of_week )"
correlation of day_of_week in bank_marketing data,"corr ( data = bank_marketing , var1 = day_of_week )"
sparsity of the day_of_week in bank_marketing dataset,"std ( data = bank_marketing , var1 = day_of_week )"
spans of day_of_week in bank_marketing dataset,"ranges ( data = bank_marketing , var1 = day_of_week )"
highest of day_of_week in bank_marketing data,"maximum ( data = bank_marketing , var1 = day_of_week )"
deviation of the day_of_week in bank_marketing dataset,"std ( data = bank_marketing , var1 = day_of_week )"
boxplot of day_of_week in bank_marketing df,"boxplot ( data = bank_marketing , var1 = day_of_week )"
max of day_of_week in bank_marketing dataset,"maximum ( data = bank_marketing , var1 = day_of_week )"
sum of the day_of_week in bank_marketing data,"summation ( data = bank_marketing , var1 = day_of_week )"
aggregate of day_of_week in bank_marketing df,"summation ( data = bank_marketing , var1 = day_of_week )"
span of the day_of_week in bank_marketing data,"ranges ( data = bank_marketing , var1 = day_of_week )"
correlation of day_of_week in bank_marketing,"corr ( data = bank_marketing , var1 = day_of_week )"
quantile of day_of_week in bank_marketing dataset,"quantile ( data = bank_marketing , var1 = day_of_week )"
distribution of the day_of_week in bank_marketing,"histogram ( data = bank_marketing , var1 = day_of_week )"
standard deviation of the day_of_week in bank_marketing dataset,"std ( data = bank_marketing , var1 = day_of_week )"
hist of the day_of_week in bank_marketing dataset,"histogram ( data = bank_marketing , var1 = day_of_week )"
correlation of bank_marketing,corr ( data = bank_marketing )
Number of data with day_of_week  >  -28.076509201068987 ,"greater ( data = bank_marketing , var1 = day_of_week , val = -28.076509201068987 )"
How many rows with day_of_week lower than or equal to 10.43894322418663 dataset,"less_eq ( data = bank_marketing , var1 = day_of_week , val = 10.43894322418663 )"
Number of entries where day_of_week bigger than 9.642680853021261 dataset,"greater ( data = bank_marketing , var1 = day_of_week , val = 9.642680853021261 )"
How many info with day_of_week higher than or equal to -43.69627295365841 ,"greater_eq ( data = bank_marketing , var1 = day_of_week , val = -43.69627295365841 )"
How many entries  day_of_week == 53.29171451261706 dataset,"equal ( data = bank_marketing , var1 = day_of_week , val = 53.29171451261706 )"
Number of data with day_of_week  <=  13.798319401199507 df,"less_eq ( data = bank_marketing , var1 = day_of_week , val = 13.798319401199507 )"
How many info  day_of_week > -6.363290988420147 data,"greater ( data = bank_marketing , var1 = day_of_week , val = -6.363290988420147 )"
Number of rows where day_of_week higher than or equal to 38.43751312130044 ,"greater_eq ( data = bank_marketing , var1 = day_of_week , val = 38.43751312130044 )"
How many entries  day_of_week greater than or equal to 8.533660588136556 data,"greater_eq ( data = bank_marketing , var1 = day_of_week , val = 8.533660588136556 )"
How many data with day_of_week >= 96.73791415344164 ,"greater_eq ( data = bank_marketing , var1 = day_of_week , val = 96.73791415344164 )"
How many info where day_of_week higher than or equal to -23.37475301480751 dataset,"greater_eq ( data = bank_marketing , var1 = day_of_week , val = -23.37475301480751 )"
How many entries with day_of_week bigger than or same as 95.23932327200063 dataset,"greater_eq ( data = bank_marketing , var1 = day_of_week , val = 95.23932327200063 )"
How many info with day_of_week  >=  29.08571818503509 df,"greater_eq ( data = bank_marketing , var1 = day_of_week , val = 29.08571818503509 )"
Number of info with day_of_week greater than or same as -39.92943928188064 ,"greater_eq ( data = bank_marketing , var1 = day_of_week , val = -39.92943928188064 )"
How many rows where day_of_week lower than 80.02686527521234 df,"less ( data = bank_marketing , var1 = day_of_week , val = 80.02686527521234 )"
Number of info where day_of_week larger than 56.288306140734306 data,"greater ( data = bank_marketing , var1 = day_of_week , val = 56.288306140734306 )"
cor between day_of_week and marital in bank_marketing,"corr ( data = bank_marketing, var1 = day_of_week , var2 = marital )"
